date,headline,source,compound,sentiment
2025-09-05,"Stocks to buy today: TVS Motor, NALCO, HDFC Bank, Trent and more - ET Now",ET Now,0.0,Neutral
2025-09-05,"ITC, HDFC Bank among 5 stocks with up to 29 'Strong buy' calls in Nifty - The Economic Times",The Economic Times,0.7184,Positive
2025-09-08,"HDFC Bank Cuts MCLR by 5 Basis Points, Benefiting Select Borrowers - scanx.trade",scanx.trade,-0.296,Negative
2025-09-09,EMIs to reduce as HDFC Bank cuts MCLR rates by 5 bps on select loans - Business Standard,Business Standard,-0.296,Negative
2025-09-09,"HDFC Bank Ltd spurts 0.24%, gains for five straight sessions - Business Standard",Business Standard,0.5106,Positive
2025-09-09,"Strong market debut! Amanta Healthcare share price lists at ₹135 on NSE, a premium of 7% over IPO price - Mint",Mint,0.6996,Positive
2025-09-09,3 bank stock picks ahead of the most challenging Q2 earnings season - Business Today,Business Today,0.2247,Positive
2025-09-10,YES Bank shares: 2 reasons why this stock is in focus today - Business Today,Business Today,0.6841,Positive
2025-09-10,Oracle share price zooms 28% in extended trading after Q1 results. Do you own? - Mint,Mint,0.296,Positive
2025-09-10,Yes Bank share price jumps nearly 3% after crucial RBI nod; Will the stock see turnaround after SMBC entry? - Mint,Mint,0.5994,Positive
2025-09-10,Tata Elxsi rises 8% in 4 days; HDFC Securities upgrades to Add from Reduce - Business Standard,Business Standard,0.296,Positive
2025-09-10,Best Nifty Bank Stocks in India 2026 - Samco,Samco,0.7845,Positive
2025-09-10,"Bernstein rejigs India portfolio; adds HDFC Bank, PB Fintech; exits Infosys - Business Standard",Business Standard,0.0,Neutral
2025-09-10,"HDFC Bank, Airtel, HUL: Motilal Oswal picks 10 stocks with up to 24% upside - Business Standard",Business Standard,0.0,Neutral
2025-09-10,Vikram Solar shares soar 13% to new high after multifold Q1 profit jump - Business Standard,Business Standard,0.6249,Positive
2025-09-10,HDFC Bank Vs ICICI Bank Vs SBI: Motilal Oswal’s top financial pick revealed – Do you own it? - The Financial Express,The Financial Express,0.2023,Positive
2025-09-11,"Motilal Oswal’s September picks: HDFC Bank, Bharti Airtel, HUL lead the charge - The Financial Express",The Financial Express,0.0,Neutral
2025-09-11,"InCred Equities high-conviction list: HDFC Bank, Bajaj Finance, Axis Bank lead large-cap focus - Mint",Mint,0.0,Neutral
2025-09-11,"SBI, HDFC Bank, ICICI Bank, IndusInd: What YES Securities says on Bank; check targets - Business Today",Business Today,0.6841,Positive
2025-09-12,The 2 bank stocks FIIs are betting on (Beyond HDFC or ICICI) - The Financial Express,The Financial Express,0.0,Neutral
2025-09-12,"Top large-cap stocks to buy in September: HDFC Bank, HUL, Bharti Airtel among Motilal Oswal's top five picks - Mint",Mint,0.3818,Positive
2025-09-12,"From HDFC Bank, ICICI Bank to Reliance— Jefferies suggests these 25 stocks as its bottom-up top ideas; do you own any? - Mint",Mint,0.2023,Positive
2025-09-12,HDFC Bank Announces Service Disruptions for Scheduled Maintenance - scanx.trade,scanx.trade,-0.34,Negative
2025-09-13,"HDFC Bank, Axis Bank, Kotak Mahindra Bank: Top 3 Nifty stocks to buy before Diwali - ET Now",ET Now,0.5423,Positive
2025-09-14,HDFC Bank - Infosys and RIL among 10 stocks owned by over 500 mutual funds in August - The Economic Times,The Economic Times,0.0,Neutral
2025-09-15,Vinay Rajani of HDFC Securities suggests these stocks to buy for short-term - Mint,Mint,0.296,Positive
2025-09-15,"SBI, private banks' ₹13,483 cr Yes Bank stake sale to be 'tax-free' - Business Standard",Business Standard,0.4019,Positive
2025-09-15,"NSE SME stock sets board meeting date to declare 1:10 stock split, 1:10 bonus shares - Mint",Mint,0.6908,Positive
2025-09-16,"ICICI Bank, HDFC Bank, SBI are Motilal Oswal's top picks in banking sector - Check target price - ET Now",ET Now,0.2023,Positive
2025-09-16,"SBI, HDFC Bank, PNB, ICICI Bank: Nirmal Bang's top picks from banking space; check targets - Business Today",Business Today,0.2023,Positive
2025-09-17,JD Cables IPO: HDFC Bank invests Rs 1 crore as anchor investors pump in Rs 27 crore; GMP jumps 20% - The Economic Times,The Economic Times,0.0,Neutral
2025-09-17,"Shringar House of Mangalsutra IPO listing: Shares debut at 14% premium on BSE, NSE - Mint",Mint,0.296,Positive
2025-09-17,Financially strong bank stock to buy now for an upside of 24%; Recommended by Jefferies - Trade Brains,Trade Brains,0.6249,Positive
2025-09-17,Bandhan Bank Sells YES Bank Stake to Sumitomo Mitsui - HDFC Sky,HDFC Sky,0.5319,Positive
2025-09-17,JD Cables IPO: 20 investors including HDFC Bank acquire Rs 27 crore shares via anchor book - Moneycontrol.com,Moneycontrol.com,0.296,Positive
2025-09-17,"HDFC Bank top pick for Jefferies, target price set at Rs 1,200 - The Economic Times",The Economic Times,0.2023,Positive
2025-09-17,"From ICICI Bank, HDFC Bank To CAMS: Motilal Oswal's Top 16 Stock Picks In BFSI Space - Check Full List - NDTV Profit",NDTV Profit,0.5719,Positive
2025-09-18,"NSE/BSE, Top Gainers & Top Losers Today 18 September 2025: Eternal, Sun Pharma, Infosys, HDFC Bank, HCLTech - BusinessLine",BusinessLine,-0.2023,Negative
2025-09-18,hdfc bank futures buy call target stoploss - Zee Business,Zee Business,0.0,Neutral
2025-09-18,"Nifty Bank hits one-month high as rally extends to 12th straight session, gains 4% in September - Mint",Mint,0.7579,Positive
2025-09-18,HDFC Bank Shares Worth Rs. 21.27 Crores Traded in NSE Block Deal Amid Stock Option Grants - scanx.trade,scanx.trade,0.2732,Positive
2025-09-18,"Stock Market Highlights 18 September 2025: Sensex, Nifty close higher for third day running after Fed’s 25-bps rate cut - BusinessLine",BusinessLine,0.1531,Positive
2025-09-18,"Buy Ambuja Cements, GRSE shares; stay cautious on HDFC Bank stock, suggests YES Securities - Business Today",Business Today,0.7531,Positive
2025-09-18,HDFC Bank shares stuck in a range for 3 months: What technical levels should traders watch for a breakout in stock? - Mint,Mint,0.0516,Positive
2025-09-18,"JD Cables IPO opens: HDFC Bank backing, 18% GMP keeps company on investors' radar - The Economic Times",The Economic Times,0.0258,Neutral
2025-09-18,"HCL Tech, HDFC Bank, Sun Pharma, Tata Motors stocks rise on US Fed rate cut - The New Indian Express",The New Indian Express,-0.2732,Negative
2025-09-18,RBL Bank Limited (NSE:RBLBANK) is largely controlled by institutional shareholders who own 52% of the company - simplywall.st,simplywall.st,-0.2263,Negative
2025-09-18,"Jefferies bullish on HDFC Bank, expects big upside; Here’s the target price and key details - Zee Business",Zee Business,0.0,Neutral
2025-09-19,"Bank Nifty snaps 12-day rally on profit booking; ICICI, HDFC Bank drag, 55,300 eyed as key support - Moneycontrol.com",Moneycontrol.com,0.7506,Positive
2025-09-19,HDFC Bank and Pidilite Industries: A Decade of Consistent Positive Returns - scanx.trade,scanx.trade,0.5574,Positive
2025-09-19,"Stock markets snap 3-day rally on profit-taking in HDFC, ICICI Bank; Adani group stocks rally - The Hindu",The Hindu,0.0,Neutral
2025-09-19,From ICICI to Axis: Top banking stocks brokerages say you shouldn’t miss amid recovery hopes - Mint,Mint,0.4588,Positive
2025-09-19,"Bank Nifty snaps 12-day rally; ICICI, HDFC Bank lead profit booking - Zee Business",Zee Business,0.6808,Positive
2025-09-20,HDFC Bank Refutes Connection to Viral Audio Clip Abusing CRPF Jawan - scanx.trade,scanx.trade,-0.4588,Negative
2025-09-20,ICICI Bank Sets October 18 Board Meeting for Q2 FY2026 Results - scanx.trade,scanx.trade,0.0,Neutral
2025-09-20,"ICICI Bank Q2 Results FY 2025-26 date, time: Private lender’s quarterly earnings announcement schedule details - ET Now",ET Now,0.0,Neutral
2025-09-22,Muhurat Trading 2025: NSE to conduct special one-hour trading session on October 21; timings announced — Check here - Mint,Mint,0.4019,Positive
2025-09-22,"HDFC, SBI and 8 other stocks in which mutual funds hold shares worth up to ₹3,13,124 Cr; Do you own any? - Trade Brains",Trade Brains,0.4767,Positive
2025-09-22,AVOID Yes Bank shares! Somil Mehta of Sharekhan prefers HDFC AMC - WHY? - ET Now,ET Now,0.3091,Positive
2025-09-23,HDFC Bank Declares Date to Announce Q2 Results 2025: Key Details for Investors - Samco,Samco,0.0,Neutral
2025-09-23,"Sensex, Nifty Fall for 3rd Day Amid IT & Bank Selloff - HDFC Sky",HDFC Sky,0.4019,Positive
2025-09-23,HDFC Bank declares date to announce Q2 results 2025. Details here - Mint,Mint,0.0,Neutral
2025-09-23,HDFC Bank to Review Q2 FY2026 Financial Results on October 18 - scanx.trade,scanx.trade,0.0,Neutral
2025-09-24,"Tata Motors, Bharat Elec among top losers on Nifty 50 - TradingView",TradingView,0.0258,Neutral
2025-09-24,2 Stocks that delivered consistent returns from 2015 to 2025; Do you own any? - Trade Brains,Trade Brains,0.0,Neutral
2025-09-24,Retail investors burn fingers as NSE unlisted shares slide from July peak - Mint,Mint,0.296,Positive
2025-09-25,"HDFC Bank Q2 results FY 2026 date, time ANNOUNCED! Check quarterly earnings announcement, board meeting schedule - ET Now",ET Now,0.0,Neutral
2025-09-25,Stock Market Opening Bell: Markets open lower for fifth consecutive day amid mixed global cues - Zee Business,Zee Business,-0.296,Negative
2025-09-25,HSBC vs. HDB: Which Stock Is the Better Value Option? - Yahoo Finance,Yahoo Finance,0.6486,Positive
2025-09-25,Nestle India Q2 Results: Maggi-maker to announce September quarter earnings on this date - Mint,Mint,0.0,Neutral
2025-09-26,"Expert stock picks: Buy L&T, sell Cummins, HDFC AMC, HDFC Bank & more - CNBC TV18",CNBC TV18,0.0,Neutral
2025-09-26,"Key facts: Aberdeen Investments has identified HDFC Bank as one of the leading private banks in India, citing robust top-line credit growth while maintaining confidence in asset quality. - TradingView",TradingView,0.9081,Positive
2025-09-26,"HDFC AMC to Review Q2 Earnings on October 15, Board Meeting Scheduled - scanx.trade",scanx.trade,0.0,Neutral
2025-09-26,HDFC Bank’s Dubai branch barred by DFSA from onboarding new clients - CNBC TV18,CNBC TV18,0.0,Neutral
2025-09-26,"Trent, Infosys, HDFC Bank, NTPC among HSBC's 11 stock picks; key details - Business Today",Business Today,0.0,Neutral
2025-09-26,"India’s Most Expensive Stock: One Share Costs More Than the Entire Nifty 50 Basket — Reliance, HDFC Bank, ICICI Bank, TCS, Infosys & Others Combined - Dalal Street Investment Journal",Dalal Street Investment Journal,0.5994,Positive
2025-09-27,IDFC First Bank Q2 Results FY 2025-26 date and time: Private lender’s quarterly earnings announcement schedule details - MSN,MSN,0.0,Neutral
2025-09-27,"HDFC Bank's Dubai unit faces DFSA curbs, barred from onboarding new clients - Business Standard",Business Standard,0.0,Neutral
2025-09-27,HDFC Bank Dubai branch barred from onboarding new clients until further notice | Business News - Hindustan Times,Hindustan Times,0.0,Neutral
2025-09-28,UAE Financial Regulator Bars HDFC Bank From Onboarding New Customers - Republic World,Republic World,0.0,Neutral
2025-09-28,"Q2 FY26 Results: HDFC Bank, ICICI Bank, IDFC First Bank To Announce Earnings On This Date - NDTV Profit",NDTV Profit,0.4404,Positive
2025-09-28,HDFC Bank barred by Dubai Financial Services Authority from onboarding new clients or undertaking fresh biz - CNBC TV18,CNBC TV18,0.3818,Positive
2025-09-28,HDFC Bank Executes Multiple Block Trades Worth Over Rs. 270 Crores on NSE - scanx.trade,scanx.trade,-0.25,Negative
2025-09-28,HDFC Bank shares trade in the green; latest update you need to know - Upstox,Upstox,0.296,Positive
2025-09-29,"JLR, HDFC Bank, L&T Nifty50 stocks will remain in focus, why? - BusinessLine",BusinessLine,0.0,Neutral
2025-09-29,"HDFC Bank in focus after Dubai authority bans local branch from onboarding clients, conducting new business - CNBC TV18",CNBC TV18,0.0772,Positive
2025-09-29,"Stocks To Watch: Tata Motors, NTPC, HDFC Bank, LIC, BEL, Oil India, Waaree, And Others - News18",News18,0.0,Neutral
2025-09-29,"Stocks To Watch Today: Waaree Energies, HDFC Bank, Tata Motors, HUL, JSW Steel In Focus - Republic World",Republic World,0.2263,Positive
2025-09-29,HDFC Bank Ltd. Surges with 4.37 Million Shares Traded Today - Markets Mojo,Markets Mojo,0.296,Positive
2025-09-29,"HDB Financial IPO Opens at ₹700–₹740; ₹3,369 Cr Raised - HDFC Sky",HDFC Sky,0.0,Neutral
2025-09-29,"HDFC Bank at the Crossroads: Support, Scrutiny, and the Trading Setup Ahead - Investing.com India",Investing.com India,0.4019,Positive
2025-09-29,"Stocks in news: Tata Motors, Waaree Energies, HDFC Bank, Anant Raj, Oil India - The Economic Times",The Economic Times,0.2263,Positive
2025-09-29,"Market Watchlist: Will HDFC Bank, Tata Steel, Adani Ent, and Bajaj Finance spark the big Nifty bounce? - The Financial Express",The Financial Express,0.5574,Positive
2025-09-29,"Stocks to watch: HDFC Bank, Tata Motors, Shriram Finance, NTPC among shares in focus today - Mint",Mint,0.296,Positive
2025-09-29,"From BEL, Waaree Energies, HUL to JSW Steel – Here are 10 stocks to watch - The Financial Express",The Financial Express,0.2263,Positive
2025-09-29,"HDFC Bank Shares Trading Flat as Dubai Regulator Halts New Clients, Deals - Equitypandit",Equitypandit,0.296,Positive
2025-09-29,"Stocks in Focus: Waaree Energies, HDFC Bank, and Others - Equitypandit",Equitypandit,0.2263,Positive
2025-09-30,HDFC Bank allots 33.50 lakh equity shares under ESOS - Business Standard,Business Standard,0.296,Positive
2025-09-30,"Anand Rathi share price makes a lukewarm debut, stock opens with a 4.35% premium at ₹432 apiece on NSE - Mint",Mint,0.296,Positive
2025-09-30,"HDFC Bank Ltd. Achieves Rs 28,254.76 Lakhs in Total Traded Value Today - Markets Mojo",Markets Mojo,0.3976,Positive
2025-09-30,Canara Bank shares up by more than 2% as Robeco gets IPO approval - HDFC Sky,HDFC Sky,0.6486,Positive
2025-09-30,"HDFC Bank's Parag Rao superannuates, Ashish Parthasarthy to take over - Business Standard",Business Standard,0.0,Neutral
2025-09-30,SBI sees major growth in credit card business as HDFC Bank holds the top spot - The Economic Times,The Economic Times,0.762,Positive
2025-09-30,UAE: Dubai watchdog restricts HDFC Bank branch from offering financial services to new customers - The Times of India,The Times of India,-0.3182,Negative
2025-10-01,"HDFC Bank's Rs 950 Puts See 2,960 Contracts Traded, Open Interest at 3,321 - Markets Mojo",Markets Mojo,0.4588,Positive
2025-10-01,"HDFC Bank Ltd. Trades 2.18 Million Shares, Ranking Among Most Active Equities Today - Markets Mojo",Markets Mojo,0.6361,Positive
2025-10-01,HDFC Bank Ltd spurts 1.4% - Business Standard,Business Standard,0.0,Neutral
2025-10-01,"Stellar Debut! Jain Resource Recycling share price lists at ₹265.05 on NSE, up 14.25% from IPO price - Mint",Mint,0.3595,Positive
2025-10-01,"HDFC Bank Unveils Festive Season Rewards, Announces Key Leadership Change - scanx.trade",scanx.trade,0.7269,Positive
2025-10-03,HDFC Bank shares slide nearly 2% after 26.5 lakh shares change hands in block deal - The Economic Times,The Economic Times,0.128,Positive
2025-10-03,"Axis Bank shares at 30-40% discount to HDFC Bank, ICICI Bank; Morgan Stanley ups target - Business Today",Business Today,0.296,Positive
2025-10-03,"HDFC Bank's 960 Strike Puts Reach 5,208 Contracts with Rs 888.54 Lakhs Turnover - Markets Mojo",Markets Mojo,-0.1027,Negative
2025-10-03,"Axis Securities picks MGL, HDFC Bank among top 15 picks with upside potential of up to 30% - The Economic Times",The Economic Times,0.4588,Positive
2025-10-03,"Stock Market: Sensex down 333 pts, Nifty below 24,800; HDFC Bank, Eternal lead losers - Business Today",Business Today,-0.1779,Negative
2025-10-03,HDFC Bank Stocks Dip 2% After 26.5 Lakh Shares Trade In Block Deal; Details - News18,News18,-0.1779,Negative
2025-10-03,HDFC Bank shares dip 0.6% as brokerages stay bullish on private lenders - BusinessLine,BusinessLine,0.296,Positive
2025-10-04,HDFC Bank reports 9% growth in advances; 15% rise in deposits in Q2 - Business Standard,Business Standard,0.3818,Positive
2025-10-04,"HDFC Bank Q2 update: Average deposits grow 15% YoY, 9% rise in advances - The Economic Times",The Economic Times,0.0,Neutral
2025-10-05,"HDFC Bank, Kotak Bank, Bajaj Finance: Financial stocks rise after Q2 updates; here is how companies fared - Upstox",Upstox,0.0,Neutral
2025-10-05,"Stock market: M-cap of 7 of top-10 most valuable firms jumps Rs 74,573 cr; HDFC gains top spot - The Times of India",The Times of India,0.7645,Positive
2025-10-05,HDFC Bank Q2 updates: Advances under management soar 9% YoY; deposits grow 15% - Upstox,Upstox,0.0,Neutral
2025-10-05,"Mcap of 7 of top-10 most valued firms jumps ₹74,573 crore; HDFC Bank biggest gainer - Mint",Mint,0.4927,Positive
2025-10-06,"HDFC Bank's Put Options Surge with 1,671 Contracts at Rs 960 Strike Price - Markets Mojo",Markets Mojo,-0.128,Negative
2025-10-06,"HDFC Bank Q2 FY26 Business Update: Advances Up 9.9%, Deposits Grow 12.1% YoY - HDFC Sky",HDFC Sky,0.0,Neutral
2025-10-06,HDFC Bank shares in focus after avg deposits rise 15% YoY in Q2 business update - The Economic Times,The Economic Times,0.296,Positive
2025-10-06,"Stocks to Watch today, Oct 6: HDFC Bk, IndusInd Bk, Infosys, Pace Digitek - Business Standard",Business Standard,0.0,Neutral
2025-10-06,"Stocks to Watch Today: HDFC Bank, Bajaj Finance, IndusInd, Aditya Birla Lifestyle, Lupin, Infosys, Ceigall... - Moneycontrol.com",Moneycontrol.com,0.0,Neutral
2025-10-06,"Bank Nifty rises for 5th day to reclaim 56,000-mark on strong Q2 biz updates from HDFC, Kotak Mahindra... - Moneycontrol.com",Moneycontrol.com,0.7184,Positive
2025-10-06,"HDFC Bank gets 'Buy' again from Nomura, target price tweaked; here's why - Business Standard",Business Standard,0.0,Neutral
2025-10-06,"Q2 earnings this week: Focus on TCS, DMart and Tata Elxsi to declare results - The Financial Express",The Financial Express,0.0,Neutral
2025-10-06,"HDFC Bank Ltd. Trades 4.19 Million Shares, Ranking Among Most Active Equities Today - Markets Mojo",Markets Mojo,0.6361,Positive
2025-10-06,"Stocks to watch: HDFC Bank, Vedanta, Yes Bank, Tata Steel, Vodafone Idea among shares in focus today - Mint",Mint,0.5994,Positive
2025-10-06,Is HDFC Bank poised for 13% jump in 1 year? Find out what’s driving Nomura’s bullish call - The Financial Express,The Financial Express,0.25,Positive
2025-10-07,"Final Trade | Sensex, Nifty50 rise for 4th day in a row; ICICI Bank, HDFC Bank lead gains - Zee Business",Zee Business,0.34,Positive
2025-10-07,"HDFC Bank's October 2025 Puts Surge with 4,513 Contracts at Rs 980 Strike - Markets Mojo",Markets Mojo,-0.128,Negative
2025-10-07,"HDFC Bank Ltd. Sees ₹29,948.41 Lakhs in Trading Value Today - Markets Mojo",Markets Mojo,0.34,Positive
2025-10-07,15 stocks to shop for this Diwali; SBI Securities eyes up to 25% upside. Check list - The Economic Times,The Economic Times,0.296,Positive
2025-10-07,"Stock markets advance for fourth day on buying in HDFC Bank, ICICI Bank - The Hindu",The Hindu,0.0,Neutral
2025-10-07,"Stock markets advance for 4th day on buying in HDFC Bank, ICICI Bank - DT Next",DT Next,0.0,Neutral
2025-10-07,Buy or Sell: HDFC and 3 Other Bank Stocks to Keep on Your Radar as Morgan Stanley Sets New Target Prices - Trade Brains,Trade Brains,0.0,Neutral
2025-10-07,"SBI, PNB, HDFC Bank: Financial stocks trade lower after RBI proposes credit risk norm changes; all you need to know - Upstox",Upstox,-0.1779,Negative
2025-10-08,"HDFC Bank Ltd. Trades 2.3 Million Shares, Total Value Reaches Rs 22,668.04 Lakhs - Markets Mojo",Markets Mojo,0.6566,Positive
2025-10-08,"Stock Market News: RIL, HDFC Bank Selling Halts Rally - Deccan Herald",Deccan Herald,0.0,Neutral
2025-10-08,"Stock Markets Halt Rally on RIL, HDFC Bank Selling - Rediff MoneyWiz",Rediff MoneyWiz,0.0,Neutral
2025-10-08,"Muhurat Trading 2025: HDFC Bank, NSDL to Oswal Pumps — SBI Securities lists 15 stocks to buy for up to 25% upside - Mint",Mint,0.296,Positive
2025-10-08,Diwali Stock Picks: SBI Securities names 15 shares for up to 25% upside - CNBC TV18,CNBC TV18,0.5267,Positive
2025-10-08,"Stock markets halt 4-day rally on selling in blue-chips RIL, HDFC Bank - Press Trust of India",Press Trust of India,0.5106,Positive
2025-10-08,"Stock markets halt 4-day rally on selling in blue-chips RIL, HDFC Bank - The Hindu",The Hindu,0.0,Neutral
2025-10-09,"SENSEX rises nearly 350 points, NIFTY50 reclaims 25,250 led by HDFC Bank, SBI; TCS falls after Q2 earnings - Upstox",Upstox,0.0,Neutral
2025-10-09,"InCred Equities lists HDFC Bank, among 9 other stocks as top 10 high conviction picks. Check full list - The Economic Times",The Economic Times,0.2023,Positive
2025-10-09,"HDFC Bank Ltd. Sees Rs 18,658.58 Lakhs in Trading Activity Today - Markets Mojo",Markets Mojo,0.0,Neutral
2025-10-11,"Week ahead: Reliance and HDFC Bank earnings, LG Electronics IPO listing, Trump’s China tariffs among key market triggers to watch - Upstox",Upstox,0.0,Neutral
2025-10-11,"RIL, TCS, Infosys, Lupin, HDFC Bank among stocks in focus next week; here's why - Business Today",Business Today,0.0,Neutral
2025-10-11,"Q2 results: RIL, Infosys, HDFC Bank, Wipro, others to post earnings next week; check date - Business Today",Business Today,0.0,Neutral
2025-10-12,"Stock market holidays on Diwali, Dhanteras - Check when is Muhurat Trading, when will Dalal Street be shut - Mint",Mint,0.3818,Positive
2025-10-12,"Q2 results this week: Reliance Industries, HDFC Bank, Infosys, Nestle India, Wipro, ICICI Bank, JSW Steel, others to post earnings; check list - Upstox",Upstox,0.0,Neutral
2025-10-12,"Q2 Results This Week: Reliance, Infosys, HDFC Bank, ICICI, Wipro, HCLTech & 200+ Companies to Announce Earning - Goodreturns",Goodreturns,0.0,Neutral
2025-10-12,"Q2 results 2025: RIL, Infosys, HDFC Bank, IRFC, Wipro among companies to declare earnings next week; check full list - Mint",Mint,0.0,Neutral
2025-10-12,"Q2 results: HCL Tech, Tech Mahindra, HDFC Bank among 212 companies to announce earnings this week - The Economic Times",The Economic Times,0.0,Neutral
2025-10-13,"SBI Securities Diwali Picks 2025: 15 largecap, midcap & smallcap scrips, targets suggest up to 25% upside; HDFC Bank, TVS Motor on the list - Zee Business",Zee Business,0.296,Positive
2025-10-13,"Market Watchlist: Will earnings spark the breakout everyone’s waiting for? HDFC Bank, Tata Steel, Bajaj Finance among 9 stocks to watch - The Financial Express",The Financial Express,0.2263,Positive
2025-10-13,"Upcoming earnings this week: From RIL, Infosys to HDFC Bank, over 100 companies to announce Q2 results – Check complete list - The Financial Express",The Financial Express,0.0,Neutral
2025-10-13,"HDFC Bank Ltd. Trades 1.56 Million Shares, Total Value Hits Rs 15,184.25 Lakhs - Markets Mojo",Markets Mojo,0.5984,Positive
2025-10-14,HDFC Bank Executes Rs. 99.74 Crore Block Trade on NSE - scanx.trade,scanx.trade,-0.4404,Negative
2025-10-14,"Muhurat Trading Stock PICKS 2025: HDFC Bank, L&T, Data Patterns and 5 more by ICICI Direct - ET Now",ET Now,0.0,Neutral
2025-10-14,Q2 results: Three HDFC Group companies to release earnings today; what investors need to know - Upstox,Upstox,0.0,Neutral
2025-10-14,"Muhurat trading picks for Diwali 2025: ICICI Direct recommends HDFC Bank, L&T, Data Patterns, among 8 stocks to buy - Mint",Mint,0.2263,Positive
2025-10-15,Axis Bank vs HDFC Bank vs IDFC First Bank: Which banking stock to buy ahead of Q2 results? - Mint,Mint,0.0,Neutral
2025-10-15,"HDFC Life, Axis Bank, Tata Comms Move Ahead Of Q2 Results - Samco",Samco,0.0,Neutral
2025-10-15,HDB Financial Q2 results today: Shares in consolidation mode after listing. Should you buy? - The Economic Times,The Economic Times,0.296,Positive
2025-10-15,HDFC Bank Q2FY26: What should investors expect from results? - Business Standard,Business Standard,0.0,Neutral
2025-10-15,"Muhurat Trading 2025 Stocks: Samvardhana Motherson, HDFC Bank - Kunal Bothra’s top picks - ET Now",ET Now,0.2023,Positive
2025-10-15,"Q2 results 2025: Axis Bank, IRFC, Tata Communications among companies to declare earnings today - Mint",Mint,0.0,Neutral
2025-10-15,"Q2 results today: Axis Bank, IRFC, HDFC Life Insurance, 46 others on Oct 15 - Business Standard",Business Standard,0.0,Neutral
2025-10-15,"Axis Bank, HDFC Life, KEI, L&T Fin | Full Analysis | Stock Market Update #ZeeBusiness #AnilSinghvi #stockmarket - facebook.com",facebook.com,0.0,Neutral
2025-10-15,"HDFC Bank Ltd. Sees 4.93 Million Shares Traded, Ranking Among Top Volume Movers Today - Markets Mojo",Markets Mojo,0.4588,Positive
2025-10-15,"HDB Financial Services Q2 results: Net profit falls 1.5% to Rs 581 crore, NBFC declares Rs 2 interim... - Moneycontrol.com",Moneycontrol.com,0.4404,Positive
2025-10-15,"HDB Financial Services Q2 Results FY2026: HDFC Bank subsidiary declares dividend, record date; check quarterly earnings details - ET Now",ET Now,0.0,Neutral
2025-10-15,HDFC Bank Sets Date for Q2FY26 Results Announcement - scanx.trade,scanx.trade,0.0,Neutral
2025-10-16,Stock Market Highlights 16th October 2025: Markets surge for 2nd day; Sensex jumps 862 points tracking rally in global peers - BusinessLine,BusinessLine,0.0,Neutral
2025-10-16,Key facts: HDFC Bank breaks trendline; Q3 revenue to rise 7% to ₹445B - TradingView,TradingView,0.0,Neutral
2025-10-16,"Axis Bank, HDFC Bank lead BSE Sensex, NSE Nifty 50 higher at open today | Business News - Hindustan Times",Hindustan Times,0.4019,Positive
2025-10-16,"HDFC Bank Ltd. Achieves Rs 27,876.80 Lakhs in Trade Value Today - Markets Mojo",Markets Mojo,0.34,Positive
2025-10-16,"ICICI Bank Q2 results preview: Analysts eye muted profit growth, weak NIM - Business Standard",Business Standard,0.3818,Positive
2025-10-16,"Axis Bank, HDFC Bank lead BSE Sensex, NSE Nifty 50 higher at open today - MSN",MSN,0.4019,Positive
2025-10-16,India Banks’ Lending Margins to Bottom Out as Rate Cuts Settle In - Bloomberg.com,Bloomberg.com,-0.296,Negative
2025-10-16,HDFC Bank Share Price Rise by 1.69% Ahead of Q2FY26 Results - lokmattimes.com,lokmattimes.com,0.296,Positive
2025-10-16,HDFC Bank Ltd expected to post earnings of ₹10.63 a share - Earnings Preview - TradingView,TradingView,0.296,Positive
2025-10-17,"Five Stocks To Buy Today: Tata Consumer, JFS, HDFC Bank And Two Others - NDTV Profit",NDTV Profit,0.4404,Positive
2025-10-17,HDFC Bank Share Price Nears Record High Ahead Of Q2 Results - Samco,Samco,0.296,Positive
2025-10-17,"Q2 Results Live Updates: HDFC, ICICI, Federal, PNB, Yes Bank among companies set to share Sept quarter earnings - LinkedIn",LinkedIn,0.5994,Positive
2025-10-17,"Seven Banks Including HDFC Bank, ICICI Bank To Declare Earnings This Saturday — What To Watch Out For - NDTV Profit",NDTV Profit,0.4404,Positive
2025-10-17,HDFC Bank Q2 results: Net profit likely to remain flat amid repo rate cuts; check options strategy and key technical levels - Upstox,Upstox,0.1779,Positive
2025-10-17,"Sensex gains 705 pts, Nifty Bank hits record; what's driving market rally? - Business Standard",Business Standard,0.6249,Positive
2025-10-17,"Diwali 2025 Picks: ICICI Direct Bullish On HDFC Bank, L&T, Kaynes Tech And More - Stocktwits",Stocktwits,0.0,Neutral
2025-10-17,"ICICI Bank, HDFC Bank, YES, PNB, RBL Bank: 10 banks to report Q2 results on Saturday, October 18; what to expect - Upstox",Upstox,0.5319,Positive
2025-10-17,"HDFC Bank Ltd. Sees 14.6 Million Shares Traded, Ranking Among Most Active Stocks Today - Markets Mojo",Markets Mojo,0.6361,Positive
2025-10-17,"Bank Nifty Hits Record 57,651 Ahead of HDFC, ICICI Results - HDFC Sky",HDFC Sky,0.4019,Positive
2025-10-17,HDFC Bank share price close to lifetime high. Should you buy or wait for Q2 results 2025? - Mint,Mint,0.296,Positive
2025-10-17,"Trade Spotlight: How should you trade HDFC Bank, Marico, Bharat Forge, Ujjivan Small Finance Bank,... - Moneycontrol.com",Moneycontrol.com,0.0,Neutral
